Date,Day,T.Max,Smx,T.Min,Smn,Rain,Srn,Evap,Sev,Radn,Ssl,VP,Svp,RHmaxT,RHminT,Date2,lat,long
20170414,104,26.1,25,18.1,25,0,25,4.2,25,13.2,42,22.4,25,66.3,100,14/04/2017,-17.95,145.3
20170415,105,27.2,25,18,25,0,25,6.7,25,17.2,42,19.1,25,53,92.6,15/04/2017,-17.95,145.3
20170416,106,26.6,25,17.9,25,0.1,25,5.6,25,17.3,42,18.7,25,53.7,91.2,16/04/2017,-17.95,145.3
20170417,107,26.6,25,17.7,25,2.1,25,4.5,25,19.3,42,18,25,51.7,88.9,17/04/2017,-17.95,145.3
20170418,108,26.7,25,18.5,25,1.2,25,5.6,25,18.8,42,19.8,25,56.5,93,18/04/2017,-17.95,145.3
20170419,109,26.7,25,19.1,25,2.8,25,4.8,25,18,42,19.3,25,55.1,87.3,19/04/2017,-17.95,145.3
20170420,110,25.8,25,18.9,25,3.4,25,3.8,25,12.8,42,18.6,25,56,85.2,20/04/2017,-17.95,145.3
20170421,111,26,25,19.1,25,6.4,25,4.3,25,11.6,42,20.9,25,62.2,94.6,21/04/2017,-17.95,145.3
20170422,112,25.2,25,18.6,25,1.6,25,3.6,25,15.4,42,20.1,25,62.7,93.8,22/04/2017,-17.95,145.3
20170423,113,26.4,25,17.5,25,3.3,25,4.9,25,15,42,18.5,25,53.8,92.6,23/04/2017,-17.95,145.3
20170424,114,26.9,25,17.5,25,0,25,3.3,25,16,42,19.7,25,55.6,98.6,24/04/2017,-17.95,145.3
20170425,115,27.2,25,17.4,25,0.1,25,3.9,25,15.6,42,21.4,25,59.3,100,25/04/2017,-17.95,145.3
20170426,116,26.8,25,15.8,25,0.3,25,1.7,25,18.9,42,21.5,25,61,100,26/04/2017,-17.95,145.3
20170427,117,29,25,15.1,25,0,25,5.5,25,21.2,42,17.7,25,44.2,100,27/04/2017,-17.95,145.3
20170428,118,26.2,25,14.3,25,0,25,5,25,21.1,42,11,25,32.3,67.5,28/04/2017,-17.95,145.3
20170429,119,25.3,25,10.8,25,0,25,5.2,25,21.1,42,11,25,34.1,85,29/04/2017,-17.95,145.3
20170430,120,26.2,25,10.3,25,0,25,4.3,25,20.9,42,15.6,25,45.9,100,30/04/2017,-17.95,145.3
20170501,121,25.1,25,15.9,25,0.7,25,3,25,14.3,42,20,25,62.8,100,1/05/2017,-17.95,145.3
20170502,122,26.8,25,15.8,25,0.1,25,2.6,25,18.8,42,21.1,25,59.9,100,2/05/2017,-17.95,145.3
20170503,123,26.8,25,16.5,25,0.1,25,5.1,25,20.2,42,20.8,25,59,100,3/05/2017,-17.95,145.3
20170504,124,25.9,25,16.1,25,0.3,25,5.5,25,14.8,42,19.9,25,59.6,100,4/05/2017,-17.95,145.3
20170505,125,24.5,25,19.1,25,4.2,25,5.2,25,13.9,42,19.6,25,63.8,88.7,5/05/2017,-17.95,145.3
20170506,126,24.9,25,18.8,25,0.6,25,3.9,25,13.3,42,19.1,25,60.7,88.1,6/05/2017,-17.95,145.3
20170507,127,24.4,25,18.4,25,4.4,25,3.9,25,12.4,42,19.6,25,64.2,92.7,7/05/2017,-17.95,145.3
20170508,128,25.3,25,16.2,25,0,25,4.5,25,20.2,42,18.7,25,58,100,8/05/2017,-17.95,145.3
20170509,129,26.8,25,15.3,25,0,25,3.9,25,19.3,42,19.3,25,54.8,100,9/05/2017,-17.95,145.3
20170510,130,26.8,25,15.7,25,0,25,4.1,25,17,42,19.6,25,55.6,100,10/05/2017,-17.95,145.3
20170511,131,24.5,25,15.9,25,0.1,25,6.8,25,19.9,42,14.3,25,46.5,79.2,11/05/2017,-17.95,145.3
20170512,132,24.6,25,13.2,25,0,25,3.4,25,14.6,42,15.9,25,51.4,100,12/05/2017,-17.95,145.3
20170513,133,25.1,25,16.4,25,0,25,3.6,25,14.8,42,19.6,25,61.5,100,13/05/2017,-17.95,145.3
20170514,134,26.7,25,16,25,0.5,25,4.3,25,19.4,42,20.6,25,58.8,100,14/05/2017,-17.95,145.3
20170515,135,26.7,25,14.2,25,0.1,25,3.9,25,19.5,42,18.8,25,53.7,100,15/05/2017,-17.95,145.3
20170516,136,26.5,25,14.9,25,0,25,4.3,25,19.3,42,17.6,25,50.8,100,16/05/2017,-17.95,145.3
20170517,137,25,25,16.9,25,0,25,4.4,25,13.6,42,19.8,25,62.5,100,17/05/2017,-17.95,145.3
20170518,138,22.9,25,18.9,25,1.4,25,2.2,25,11.6,42,22.1,25,79.2,100,18/05/2017,-17.95,145.3
20170519,139,21.8,25,15.9,25,13.7,25,2,25,9.2,42,18.7,25,71.6,100,19/05/2017,-17.95,145.3
20170520,140,25.8,25,14.8,25,0.3,25,4.6,25,15.4,42,20,25,60.2,100,20/05/2017,-17.95,145.3
20170521,141,26.2,25,15.8,25,0,25,3.8,25,18.8,42,19.8,25,58.2,100,21/05/2017,-17.95,145.3
20170522,142,25.9,25,16.4,25,0,25,4,25,18.9,42,20.1,25,60.2,100,22/05/2017,-17.95,145.3
20170523,143,25.9,25,17.5,25,1.2,25,4.6,25,12.8,42,21.9,25,65.6,100,23/05/2017,-17.95,145.3
20170524,144,24.9,25,18.8,25,0.8,25,4.3,25,16.7,42,20.6,25,65.4,95,24/05/2017,-17.95,145.3
20170525,145,25.3,25,13.3,25,0.3,25,4.2,25,18.8,42,17,25,52.7,100,25/05/2017,-17.95,145.3
20170526,146,24.6,25,12.9,25,0,25,4.6,25,14.9,42,17.8,25,57.6,100,26/05/2017,-17.95,145.3
20170527,147,25.3,25,14.7,25,0,25,4.2,25,17.4,42,17.6,25,54.6,100,27/05/2017,-17.95,145.3
20170528,148,24.6,25,14.9,25,0,25,4.2,25,18.6,42,18.6,25,60.2,100,28/05/2017,-17.95,145.3
20170529,149,24.8,25,13.4,25,0.1,25,4.2,25,18.5,42,19,25,60.7,100,29/05/2017,-17.95,145.3
20170530,150,26.7,25,14.7,25,0,25,3.8,25,16.7,42,17.3,25,49.4,100,30/05/2017,-17.95,145.3
20170531,151,23.9,25,15.4,25,0,25,4.6,25,12.2,42,18.3,25,61.7,100,31/05/2017,-17.95,145.3
20170601,152,21.9,25,18.6,25,0,25,3.3,25,14.1,42,16.5,25,62.8,77,1/06/2017,-17.95,145.3
20170602,153,21.6,25,13.5,25,0,25,3.7,25,10.2,42,15.6,25,60.5,100,2/06/2017,-17.95,145.3
20170603,154,21.1,25,16.1,25,1.3,25,4.1,25,8.9,42,17.7,25,70.8,96.8,3/06/2017,-17.95,145.3
20170604,155,22.8,25,15,25,0.3,25,5.2,25,15.1,42,15.2,25,54.8,89.2,4/06/2017,-17.95,145.3
20170605,156,22.2,25,14.7,25,0,25,3,25,14.3,42,16.6,25,62.1,99.3,5/06/2017,-17.95,145.3
20170606,157,22.5,25,12.2,25,0,25,3.4,25,14.6,42,15.1,25,55.4,100,6/06/2017,-17.95,145.3
20170607,158,23.2,25,11.6,25,0,25,4.8,25,18.2,42,15.2,25,53.5,100,7/06/2017,-17.95,145.3
20170608,159,22,25,8.8,25,0,25,4.5,25,18.2,42,10.1,25,38.2,89.2,8/06/2017,-17.95,145.3
20170609,160,20.6,25,7.4,25,0,25,4.5,25,18.1,42,8.6,25,35.5,83.6,9/06/2017,-17.95,145.3
20170610,161,20.5,25,9.9,25,0,25,3,25,13.7,42,11.6,25,48.1,95.2,10/06/2017,-17.95,145.3
20170611,162,19.2,25,13.3,25,0.4,25,2.2,25,6.4,42,13.1,25,58.9,85.8,11/06/2017,-17.95,145.3
20170612,163,24.5,25,11.8,25,0.4,25,3.4,25,18.1,42,15,25,48.8,100,12/06/2017,-17.95,145.3
20170613,164,23,25,9.9,25,0,25,5,25,17.5,42,10.5,25,37.4,86.1,13/06/2017,-17.95,145.3
20170614,165,20,25,11.3,25,0,25,2.3,25,10.3,42,12.5,25,53.5,93.4,14/06/2017,-17.95,145.3
20170615,166,22.6,25,12.6,25,0.6,25,3.3,25,16.7,42,15.9,25,58,100,15/06/2017,-17.95,145.3
20170616,167,23.9,25,15.7,25,0.1,25,4.9,25,14.6,42,18.1,25,61,100,16/06/2017,-17.95,145.3
20170617,168,24.6,25,16.6,25,0,25,4.1,25,15.8,42,18.2,25,58.9,96.4,17/06/2017,-17.95,145.3
20170618,169,25.3,25,14.2,25,0,25,4.3,25,17.2,42,17.7,25,54.9,100,18/06/2017,-17.95,145.3
20170619,170,23.9,25,15.1,25,0,25,4.2,25,14.7,42,17,25,57.3,99.1,19/06/2017,-17.95,145.3
20170620,171,23,25,13.8,25,0,25,3.6,25,15,42,15.8,25,56.3,100,20/06/2017,-17.95,145.3
20170621,172,22.6,25,13.6,25,0.1,25,4.3,25,8.6,42,17.4,25,63.5,100,21/06/2017,-17.95,145.3
20170622,173,23.1,25,13.4,25,0.2,25,3.8,25,14.9,42,15.1,25,53.4,98.3,22/06/2017,-17.95,145.3
20170623,174,22.3,25,14.9,25,0.2,25,3.2,25,11.5,42,16.2,25,60.2,95.7,23/06/2017,-17.95,145.3
20170624,175,22.7,25,14.1,25,0.3,25,4.2,25,11.6,42,17.9,25,64.9,100,24/06/2017,-17.95,145.3
20170625,176,23.5,25,14.3,25,0.8,25,3.3,25,15.7,42,18.4,25,63.6,100,25/06/2017,-17.95,145.3
20170626,177,23.2,25,12.4,25,0,25,3.1,25,11,42,17.2,25,60.5,100,26/06/2017,-17.95,145.3
20170627,178,23.9,25,14.1,25,0.2,25,2.9,25,13.1,42,18.9,25,63.7,100,27/06/2017,-17.95,145.3
20170628,179,24.8,25,16.4,25,0.2,25,3,25,10.8,42,18.9,25,60.4,100,28/06/2017,-17.95,145.3
20170629,180,23.4,25,17.3,25,0,25,2.6,25,8.6,42,19.9,25,69.2,100,29/06/2017,-17.95,145.3
20170630,181,22.6,25,16.5,25,0.4,25,3.7,25,13.9,42,18.2,25,66.4,97,30/06/2017,-17.95,145.3
20170701,182,22.6,25,17,25,1.3,25,3.5,25,7.9,42,18.3,25,66.8,94.5,1/07/2017,-17.95,145.3
20170702,183,24,25,17.6,25,0,25,4.2,25,9.4,42,20.2,25,67.7,100,2/07/2017,-17.95,145.3
20170703,184,24,25,18,25,1,25,2.6,25,11.6,42,20.8,25,69.7,100,3/07/2017,-17.95,145.3
20170704,185,24.8,25,16.3,25,0.1,25,2.8,25,13.6,42,19.1,25,61,100,4/07/2017,-17.95,145.3
20170705,186,25.1,25,15.4,25,0.6,25,3.1,25,18,42,18.6,25,58.4,100,5/07/2017,-17.95,145.3
20170706,187,25.2,25,15.4,25,0,25,3.6,25,18.3,42,18.4,25,57.4,100,6/07/2017,-17.95,145.3
20170707,188,26.2,25,14.2,25,0,25,3.7,25,18.3,42,18.8,25,55.3,100,7/07/2017,-17.95,145.3
20170708,189,25.9,25,13.5,25,0.1,25,3.8,25,18.4,42,18.3,25,54.8,100,8/07/2017,-17.95,145.3
20170709,190,25.6,25,14.4,25,0,25,3.8,25,17.3,42,18.4,25,56.1,100,9/07/2017,-17.95,145.3
20170710,191,25.5,25,15.5,25,0,25,3.5,25,15.6,42,19.3,25,59.2,100,10/07/2017,-17.95,145.3
20170711,192,25.5,25,17.3,25,0,25,3.9,25,14.4,42,19.3,25,59.2,97.8,11/07/2017,-17.95,145.3
20170712,193,24.6,25,16,25,0.4,25,4.6,25,16.8,42,18.7,25,60.5,100,12/07/2017,-17.95,145.3
20170713,194,22.8,25,15.9,25,0.8,25,3.8,25,14.6,42,16.9,25,60.9,93.6,13/07/2017,-17.95,145.3
20170714,195,23.2,25,14.7,25,0.6,25,4,25,17,42,17,25,59.8,100,14/07/2017,-17.95,145.3
20170715,196,23.5,25,14.6,25,0,25,4.3,25,12.1,42,18.2,25,62.9,100,15/07/2017,-17.95,145.3
20170716,197,24.8,25,13.4,25,0,25,3.7,25,18.8,42,18,25,57.5,100,16/07/2017,-17.95,145.3
20170717,198,25.2,25,13.1,25,0,25,4.1,25,18.8,42,16.8,25,52.4,100,17/07/2017,-17.95,145.3
20170718,199,25.6,25,12.8,25,0,25,4.1,25,18.7,42,16.2,25,49.4,100,18/07/2017,-17.95,145.3
20170719,200,26.4,25,11.3,25,0,25,4.4,25,19,42,15.1,25,43.9,100,19/07/2017,-17.95,145.3
20170720,201,23.9,25,11.4,25,0,25,4.6,25,19,42,7,25,23.6,52,20/07/2017,-17.95,145.3
20170721,202,24.4,25,11.3,25,0,25,5.3,25,19.1,42,14.7,25,48.1,100,21/07/2017,-17.95,145.3
20170722,203,23.8,25,13.2,25,0,25,3.9,25,18.9,42,16.9,25,57.3,100,22/07/2017,-17.95,145.3
20170723,204,24.3,25,14.3,25,0,25,3.4,25,19.2,42,16.9,25,55.6,100,23/07/2017,-17.95,145.3
20170724,205,24.2,25,14.4,25,0,25,3.3,25,18.8,42,17.8,25,59,100,24/07/2017,-17.95,145.3
20170725,206,23.6,25,14.6,25,0,25,3.3,25,16.9,42,16.1,25,55.3,96.9,25/07/2017,-17.95,145.3
20170726,207,22.3,25,15.4,25,1.3,25,3.1,25,16.7,42,15.7,25,58.3,89.8,26/07/2017,-17.95,145.3
20170727,208,22.4,25,13.8,25,0,25,4.1,25,13,42,16.2,25,59.8,100,27/07/2017,-17.95,145.3
20170728,209,23,25,13.5,25,0,25,3.8,25,16.2,42,15.7,25,55.9,100,28/07/2017,-17.95,145.3
20170729,210,23.5,25,12.2,25,0,25,4.1,25,18.2,42,14.4,25,49.8,100,29/07/2017,-17.95,145.3
20170730,211,24,25,12,25,0,25,3.7,25,18,42,14.6,25,48.9,100,30/07/2017,-17.95,145.3
20170731,212,23.5,25,12.3,25,0,25,3,25,14.6,42,17.1,25,59.1,100,31/07/2017,-17.95,145.3
20170801,213,24.2,25,13.6,25,0.4,25,3.9,25,15.9,42,16,25,53,100,1/08/2017,-17.95,145.3
20170802,214,25,25,13.1,25,0,25,4.9,25,11.5,42,18.1,25,57.2,100,2/08/2017,-17.95,145.3
20170803,215,25.7,25,13.8,25,0,25,4.5,25,16.9,42,17.7,25,53.6,100,3/08/2017,-17.95,145.3
20170804,216,24.2,25,15.8,25,0,25,3.6,25,11.1,42,18.1,25,60,100,4/08/2017,-17.95,145.3
20170805,217,24.8,25,15.6,25,0.5,25,3.2,25,11.5,42,19,25,60.7,100,5/08/2017,-17.95,145.3
20170806,218,23.5,25,18.2,25,0,25,2.8,25,12.5,42,21,25,72.6,100,6/08/2017,-17.95,145.3
20170807,219,27.3,25,15.5,25,4.7,25,3.3,25,16.8,42,20.5,25,56.5,100,7/08/2017,-17.95,145.3
20170808,220,26.9,25,14.8,25,0.4,25,4.5,25,19.9,42,15.3,25,43.2,90.9,8/08/2017,-17.95,145.3
20170809,221,24.3,25,13,25,0,25,5.5,25,18.1,42,16.4,25,54,100,9/08/2017,-17.95,145.3
20170810,222,24,25,12.2,25,0.1,25,4.8,25,18,42,13.8,25,46.3,97.2,10/08/2017,-17.95,145.3
20170811,223,24.8,25,13.5,25,0,25,5.2,25,19.2,42,15.2,25,48.6,98.3,11/08/2017,-17.95,145.3
20170812,224,24.2,25,12.8,25,0,25,5.7,25,19.2,42,16,25,53,100,12/08/2017,-17.95,145.3
20170813,225,25,25,12.5,25,0,25,6.2,25,20.9,42,14.5,25,45.8,100,13/08/2017,-17.95,145.3
20170814,226,25.7,25,11.8,25,0,25,4.3,25,19,42,16.6,25,50.3,100,14/08/2017,-17.95,145.3
20170815,227,26.5,25,11.9,25,0,25,4.4,25,21.2,42,16,25,46.2,100,15/08/2017,-17.95,145.3
20170816,228,26.4,25,11.3,25,0,25,2.3,25,21.3,42,15.7,25,45.6,100,16/08/2017,-17.95,145.3
20170817,229,27.9,25,12.7,25,0,25,4.1,25,21.4,42,17.4,25,46.3,100,17/08/2017,-17.95,145.3
20170818,230,29.9,25,11.1,25,0,25,5.2,25,21.5,42,14.4,25,34.1,100,18/08/2017,-17.95,145.3
20170819,231,28.6,25,12,25,0,25,7.9,25,21.6,42,12.8,25,32.7,91.3,19/08/2017,-17.95,145.3
20170820,232,25.4,25,13.7,25,0,25,6.5,25,21.3,42,12.9,25,39.8,82.3,20/08/2017,-17.95,145.3
20170821,233,24,25,11.3,25,0,25,4.3,25,21.7,42,13.4,25,44.9,100,21/08/2017,-17.95,145.3
20170822,234,27.3,25,10.2,25,0,25,4.9,25,21.9,42,14.6,25,40.2,100,22/08/2017,-17.95,145.3
20170823,235,26,25,12.5,25,0,25,4.7,25,21.9,42,17,25,50.6,100,23/08/2017,-17.95,145.3
20170824,236,27.6,25,12.5,25,0,25,4.9,25,22.1,42,16.7,25,45.2,100,24/08/2017,-17.95,145.3
20170825,237,26.4,25,11.7,25,0,25,6.1,25,22.2,42,11.8,25,34.3,85.9,25/08/2017,-17.95,145.3
20170826,238,25,25,12.3,25,0,25,6,25,19.9,42,15.7,25,49.6,100,26/08/2017,-17.95,145.3
20170827,239,25.2,25,13.3,25,0,25,5.2,25,22.1,42,16.1,25,50.2,100,27/08/2017,-17.95,145.3
20170828,240,25.3,25,11.5,25,0,25,4,25,21.7,42,16.4,25,50.9,100,28/08/2017,-17.95,145.3
20170829,241,25.1,25,12.3,25,0,25,5,25,21.1,42,16.3,25,51.2,100,29/08/2017,-17.95,145.3
20170830,242,25.8,25,12.6,25,0,25,5.7,25,21.8,42,16,25,48.2,100,30/08/2017,-17.95,145.3
20170831,243,25.8,25,13.5,25,0,25,7.1,25,19.1,42,16.3,25,49.1,100,31/08/2017,-17.95,145.3
20170901,244,24.9,25,14.1,25,0,25,6.1,25,19.9,42,15.9,25,50.5,98.9,1/09/2017,-17.95,145.3
20170902,245,25.6,25,14.5,25,0.1,25,5.6,25,15.2,42,15.4,25,46.9,93.3,2/09/2017,-17.95,145.3
20170903,246,25.6,25,13.6,25,0,25,4.2,25,21.6,42,15.7,25,47.8,100,3/09/2017,-17.95,145.3
20170904,247,27.3,25,12.8,25,0,25,4.6,25,23.2,42,16.1,25,44.4,100,4/09/2017,-17.95,145.3
20170905,248,28.9,25,10.2,25,0,25,4.9,25,23.3,42,12,25,30.1,96.5,5/09/2017,-17.95,145.3
20170906,249,28.7,25,9.1,25,0,25,6,25,23.4,42,8.9,25,22.6,77.1,6/09/2017,-17.95,145.3
20170907,250,27.1,25,9.4,25,0,25,5.6,25,23.4,42,13.8,25,38.5,100,7/09/2017,-17.95,145.3
20170908,251,26.4,25,12.6,25,0,25,7.2,25,23.5,42,17,25,49.4,100,8/09/2017,-17.95,145.3
20170909,252,26.6,25,12,25,0,25,6.6,25,22.6,42,16.3,25,46.8,100,9/09/2017,-17.95,145.3
20170910,253,26.1,25,13.4,25,0,25,6.2,25,22.5,42,14.6,25,43.2,95,10/09/2017,-17.95,145.3
20170911,254,26.5,25,13.5,25,0,25,5.1,25,23.2,42,17,25,49.1,100,11/09/2017,-17.95,145.3
20170912,255,27,25,14.7,25,0,25,3.6,25,22.9,42,17,25,47.7,100,12/09/2017,-17.95,145.3
20170913,256,28.2,25,14.5,25,0,25,5.3,25,24,42,16.9,25,44.2,100,13/09/2017,-17.95,145.3
20170914,257,29.7,25,15.2,25,0,25,6.5,25,23.8,42,15.9,25,38.1,92.1,14/09/2017,-17.95,145.3
20170915,258,26.2,25,15.2,25,0,25,6.7,25,20.3,42,16.5,25,48.5,95.6,15/09/2017,-17.95,145.3
20170916,259,26.8,25,14.7,25,0,25,7.2,25,24.1,42,12.7,25,36,76,16/09/2017,-17.95,145.3
20170917,260,26.9,25,12.8,25,0,25,6.4,25,23.7,42,16.2,25,45.7,100,17/09/2017,-17.95,145.3
20170918,261,27.1,25,16,25,0,25,5.2,25,20.6,42,16.5,25,46,90.8,18/09/2017,-17.95,145.3
20170919,262,23,25,18.2,25,0.6,25,3.1,25,9.5,42,21.7,25,77.3,100,19/09/2017,-17.95,145.3
20170920,263,28.7,25,17.1,25,7.3,25,6,25,24.4,42,19.5,25,49.5,100,20/09/2017,-17.95,145.3
20170921,264,28.7,25,15.2,25,0,25,5.5,25,24.9,42,17.9,25,45.5,100,21/09/2017,-17.95,145.3
20170922,265,29.7,25,16.2,25,0,25,5.9,25,25,42,19.1,25,45.8,100,22/09/2017,-17.95,145.3
20170923,266,29.7,25,16.1,25,0,25,7.5,25,25.1,42,18.5,25,44.4,100,23/09/2017,-17.95,145.3
20170924,267,28.1,25,13.6,25,0,25,6.6,25,25.3,42,15.1,25,39.7,97,24/09/2017,-17.95,145.3
20170925,268,27.9,25,13.8,25,0,25,5.5,25,25.4,42,17.1,25,45.5,100,25/09/2017,-17.95,145.3
20170926,269,30.1,25,14,25,0,25,5.6,25,25.5,42,17.2,25,40.3,100,26/09/2017,-17.95,145.3
20170927,270,30.4,25,14.7,25,0,25,5.7,25,25.5,42,19.1,25,44,100,27/09/2017,-17.95,145.3
20170928,271,28.7,25,14.7,25,0,25,6,25,24.4,42,17.5,25,44.5,100,28/09/2017,-17.95,145.3
20170929,272,28.6,25,15.1,25,0,25,5.6,25,25.5,42,19,25,48.6,100,29/09/2017,-17.95,145.3
20170930,273,30.1,25,14.4,25,0,25,6.6,25,22.6,42,17.6,25,41.2,100,30/09/2017,-17.95,145.3
20171001,274,29.7,25,18.8,25,0,25,4.9,25,15.3,42,21.2,25,50.8,97.7,1/10/2017,-17.95,145.3
20171002,275,28,25,20.6,25,0,25,4.4,25,22.2,42,20.9,25,55.3,86.2,2/10/2017,-17.95,145.3
20171003,276,29.4,25,18.8,25,0,25,5.8,25,25.2,42,19.4,25,47.3,89.4,3/10/2017,-17.95,145.3
20171004,277,29.7,25,18.2,25,0,25,6.7,25,26,42,20.6,25,49.4,98.6,4/10/2017,-17.95,145.3
20171005,278,30.3,25,19.8,25,0,25,6.1,25,23.2,42,19.5,25,45.2,84.5,5/10/2017,-17.95,145.3
20171006,279,29.6,25,19.5,25,0,25,7.3,25,25.8,42,20.5,25,49.4,90.5,6/10/2017,-17.95,145.3
20171007,280,29.6,25,18.1,25,0,25,7.9,25,26.2,42,19.1,25,46.1,92,7/10/2017,-17.95,145.3
20171008,281,30,25,18.3,25,0.2,25,8.3,25,24.8,42,19.3,25,45.5,91.8,8/10/2017,-17.95,145.3
20171009,282,29.9,25,16.5,25,0,25,6.8,25,26.6,42,17.7,25,42,94.4,9/10/2017,-17.95,145.3
20171010,283,31.3,25,15.4,25,0,25,8.7,25,26.8,42,16.5,25,36.1,94.4,10/10/2017,-17.95,145.3
20171011,284,30.6,25,15.8,25,0,25,8,25,26.8,42,17,25,38.7,94.8,11/10/2017,-17.95,145.3
20171012,285,30.2,25,15.9,25,0,25,6.6,25,26.8,42,20.2,25,47.1,100,12/10/2017,-17.95,145.3
20171013,286,30.6,25,17.1,25,0,25,7.9,25,27,42,19.5,25,44.4,100,13/10/2017,-17.95,145.3
20171014,287,29.7,25,19,25,0,25,7.1,25,25.4,42,18.6,25,44.6,84.7,14/10/2017,-17.95,145.3
20171015,288,29.4,25,19.3,25,0.1,25,6.5,25,21.7,42,19.2,25,46.8,85.8,15/10/2017,-17.95,145.3
20171016,289,24.7,25,17.8,25,35.7,25,3.4,25,16.6,42,20.4,25,65.6,100,16/10/2017,-17.95,145.3
20171017,290,24.3,25,17.7,25,7.5,25,2.5,25,7.2,42,20.3,25,66.8,100,17/10/2017,-17.95,145.3
20171018,291,26.1,25,17.2,25,12.9,25,6.1,25,18.4,42,19.8,25,58.6,100,18/10/2017,-17.95,145.3
20171019,292,24.6,25,16.8,25,32.1,25,3,25,13.1,42,18.6,25,60.2,97.3,19/10/2017,-17.95,145.3
20171020,293,27.2,25,16.9,25,7.5,25,4.1,25,17.2,42,23.2,25,64.3,100,20/10/2017,-17.95,145.3
20171021,294,25.2,25,18.1,25,0,25,4.1,25,12.7,42,21.5,25,67.1,100,21/10/2017,-17.95,145.3
20171022,295,26.7,25,17.8,25,25.1,25,3.6,25,17.4,42,21.4,25,61.1,100,22/10/2017,-17.95,145.3
20171023,296,29.2,25,15.9,25,0.6,25,5.8,25,25.2,42,19.9,25,49.1,100,23/10/2017,-17.95,145.3
20171024,297,28.4,25,17.8,25,0.4,25,5.6,25,26.5,42,20.6,25,53.3,100,24/10/2017,-17.95,145.3
20171025,298,28.1,25,17.2,25,0,25,6.1,25,28,42,17.5,25,46,89.2,25/10/2017,-17.95,145.3
20171026,299,29.1,25,16.1,25,0.2,25,7.2,25,28.1,42,16.1,25,40,88,26/10/2017,-17.95,145.3
20171027,300,31.9,25,14.4,25,0,25,5.6,25,27.7,42,17.5,25,37,100,27/10/2017,-17.95,145.3
20171028,301,34.1,25,15.3,25,0,25,7.1,25,28.1,42,19.1,25,35.7,100,28/10/2017,-17.95,145.3
20171029,302,32.8,25,17.7,25,0,25,6,25,23.5,42,21.5,25,43.2,100,29/10/2017,-17.95,145.3
20171030,303,31.5,25,20.5,25,0,25,5.5,25,23.6,42,23.5,25,50.8,97.5,30/10/2017,-17.95,145.3
20171031,304,31.6,25,20.6,25,1.9,25,6.6,25,26.7,42,24.1,25,51.8,99.4,31/10/2017,-17.95,145.3
20171101,305,30.1,25,19.1,25,2.7,25,6,25,23.8,42,22.7,25,53.2,100,1/11/2017,-17.95,145.3
20171102,306,29.7,25,19,25,9.7,25,3.8,25,23.4,42,23.6,25,56.6,100,2/11/2017,-17.95,145.3
20171103,307,29.5,25,19.7,25,4.8,25,7.9,25,23.9,42,23.5,25,57,100,3/11/2017,-17.95,145.3
20171104,308,29.7,25,19,25,0,25,7,25,28.6,42,20.2,25,48.4,92,4/11/2017,-17.95,145.3
20171105,309,29.8,25,17.1,25,0,25,8.2,25,27.9,42,18.7,25,44.6,96,5/11/2017,-17.95,145.3
20171106,310,29.3,25,17.4,25,0,25,5.8,25,27.4,42,18.5,25,45.4,93.1,6/11/2017,-17.95,145.3
20171107,311,30.7,25,16.6,25,0,25,7,25,28.9,42,18.6,25,42.1,98.5,7/11/2017,-17.95,145.3
20171108,312,31.1,25,18.5,25,0,25,5.1,25,26.1,42,22,25,48.7,100,8/11/2017,-17.95,145.3
20171109,313,28.6,25,21.4,25,0.1,25,6.5,25,16.9,42,21.9,25,56,86,9/11/2017,-17.95,145.3
20171110,314,25.8,25,19.1,25,4.4,25,6.3,25,9.9,42,19.2,25,57.8,86.9,10/11/2017,-17.95,145.3
20171111,315,27.2,25,18.4,25,0,25,7.2,25,19,42,16.5,25,45.7,78,11/11/2017,-17.95,145.3
20171112,316,27.3,25,17.5,25,1,25,7.1,25,24,42,17.7,25,48.8,88.6,12/11/2017,-17.95,145.3
20171113,317,27.5,25,17.7,25,1,25,6.7,25,23,42,17.7,25,48.2,87.4,13/11/2017,-17.95,145.3
20171114,318,27.5,25,18.8,25,0,25,4,25,14.9,42,19.9,25,54.2,91.8,14/11/2017,-17.95,145.3
20171115,319,28.3,25,17.7,25,0.1,25,4.8,25,23.4,42,20.2,25,52.5,99.8,15/11/2017,-17.95,145.3
20171116,320,29.2,25,17.9,25,0,25,5.6,25,25.8,42,19.4,25,47.9,94.6,16/11/2017,-17.95,145.3
20171117,321,28.9,25,18.4,25,0,25,8.7,25,24.2,42,20.2,25,50.7,95.5,17/11/2017,-17.95,145.3
20171118,322,29.7,25,18.5,25,0,25,8.1,25,28.5,42,17.9,25,42.9,84.1,18/11/2017,-17.95,145.3
20171119,323,30.5,25,19.4,25,0,25,8.7,25,25.2,42,20.4,25,46.7,90.6,19/11/2017,-17.95,145.3
20171120,324,28.5,25,20,25,0,25,5.4,25,25.3,42,21.7,25,55.8,92.9,20/11/2017,-17.95,145.3
20171121,325,26.8,25,19.1,25,9.1,25,2.6,25,20.4,42,21.7,25,61.6,98.2,21/11/2017,-17.95,145.3
20171122,326,26.5,25,18.1,25,41.5,25,3.6,25,20.5,42,21.5,25,62.1,100,22/11/2017,-17.95,145.3
